raw_id,item_name,item_cost,item_style,item_room_type,item_indoor_outdoor,material_sustainability_score,climate_suitability,user_budget,user_preferred_style,user_preferred_room_type,user_indoor_outdoor,user_climate_type
1327,Cork wall insulation panels,14,Rustic,Dining Room,Indoor,8,Dry,51,Modern,Kitchen,Indoor,Humid
1328,Organic cotton insulation towels,10,Rustic,Bathroom,Indoor,8,Dry,53,Modern,Bathroom,Indoor,Humid
1329,Natural Linoleum Countertops,25,Traditional,Bathroom,Indoor,8,Humid,58,Modern,Living Room,Indoor,Dry
1330,Plant-Based Non-toxic Paints,28,Rustic,Bathroom,Indoor,7,Cold,61,Rustic,Dining Room,Indoor,Dry
1331,Organic Cotton Window Blinds,202,Traditional,Bathroom,Indoor,8,Dry,435,Traditional,Dining Room,Indoor,Cold
1332,Wool Fiber Insulation Rolls,57,Modern,Bathroom,Indoor,8,Dry,59,Traditional,Bathroom,Indoor,Humid
1333,Sustainable Wool Insulation,10,Modern,Kitchen,Indoor,7,Cold,56,Rustic,Bedroom,Indoor,Humid
1334,Recycled Glass Bathroom Vanity Top,361,Modern,Bathroom,Indoor,6,Cold,578,Rustic,Kitchen,Indoor,Cold
1335,Upcycled wood pallet furniture,83,Rustic,Kitchen,Indoor,8,Cold,143,Modern,Dining Room,Indoor,Cold
1336,Biodegradable hemp curtains,292,Modern,Bedroom,Indoor,3,Dry,682,Rustic,Bathroom,Indoor,Cold
1337,Organic hemp rug,169,Modern,Bedroom,Indoor,6,Cold,546,Traditional,Patio,Outdoor,Dry
1338,Solar-Powered LED String Lights,129,Traditional,Patio,Outdoor,6,Cold,146,Modern,Garden,Outdoor,Humid
1339,Compostable Cork Wall Tiles,61,Rustic,Patio,Outdoor,5,Cold,64,Modern,Dining Room,Indoor,Humid
1340,Eco-Friendly Laminated Flooring,39,Traditional,Kitchen,Indoor,7,Cold,78,Modern,Patio,Outdoor,Dry
1341,Sustainable hemp curtains,160,Rustic,Bedroom,Indoor,10,Humid,554,Modern,Bedroom,Indoor,Dry
1342,Biodegradable Floor Mats,18,Traditional,Dining Room,Indoor,7,Cold,57,Traditional,Dining Room,Indoor,Cold
1343,Bamboo flooring strips,49,Rustic,Dining Room,Indoor,8,Humid,59,Traditional,Bedroom,Indoor,Humid
1344,Eco-friendly cork wall panels,21,Modern,Patio,Outdoor,7,Dry,53,Traditional,Bathroom,Indoor,Humid
1345,Hempcrete Wall Panels,65,Modern,Bedroom,Indoor,7,Cold,91,Rustic,Bathroom,Indoor,Cold
1346,Vegetable-based Linoleum Flooring,64,Rustic,Patio,Outdoor,7,Humid,116,Modern,Living Room,Indoor,Humid
1347,Eco-Friendly Insulation Panels,20,Traditional,Kitchen,Indoor,9,Humid,59,Traditional,Patio,Outdoor,Humid
1348,Biodegradable Cork Wall Tiles,32,Rustic,Living Room,Indoor,6,Humid,64,Modern,Dining Room,Indoor,Humid
1349,Solar-Powered Garden Lightings,9,Traditional,Garden,Outdoor,8,Cold,59,Traditional,Dining Room,Indoor,Humid
1350,Compostable biodegradable plant pots,22,Modern,Kitchen,Indoor,5,Cold,65,Rustic,Garden,Outdoor,Dry
1351,Eco-friendly hempcrete blocks,56,Modern,Dining Room,Indoor,9,Dry,159,Traditional,Patio,Outdoor,Cold
1352,Organic wool area rugs,321,Modern,Bedroom,Indoor,6,Cold,459,Rustic,Garden,Outdoor,Cold
1353,Energy-Efficient LED Windows,113,Modern,Bathroom,Indoor,10,Humid,135,Modern,Dining Room,Indoor,Dry
1354,Reusable wall decal adhesives,53,Modern,Bedroom,Indoor,8,Dry,67,Modern,Bedroom,Indoor,Humid
1355,Naturally Dyed Wool Rug,289,Modern,Living Room,Indoor,5,Dry,532,Modern,Dining Room,Indoor,Cold
1356,Sustainable Cork Floor Tiles,29,Modern,Living Room,Indoor,6,Cold,60,Rustic,Kitchen,Indoor,Dry
1357,Sustainable Cork Underlay for Flooring,42,Modern,Patio,Outdoor,6,Humid,102,Traditional,Bedroom,Indoor,Humid
1358,Sustainable Clay Roof Shingles,17,Modern,Patio,Outdoor,10,Humid,57,Modern,Kitchen,Indoor,Humid
1359,Wool Carpet Runners,347,Modern,Bedroom,Indoor,5,Cold,408,Modern,Garden,Outdoor,Cold
1360,Plant-Based Concrete Sealant,67,Traditional,Garden,Outdoor,8,Dry,93,Modern,Bedroom,Indoor,Humid
1361,Reclaimed cedar siding panels,43,Modern,Living Room,Indoor,9,Cold,85,Rustic,Kitchen,Indoor,Cold
1362,Solar tube skylights,86,Traditional,Dining Room,Indoor,10,Dry,297,Traditional,Bathroom,Indoor,Humid
1363,Solar tube skylights,119,Modern,Dining Room,Indoor,7,Dry,226,Traditional,Patio,Outdoor,Humid
1364,Reclaimed wood wall panels,54,Modern,Living Room,Indoor,7,Humid,80,Traditional,Kitchen,Indoor,Dry
1365,Sustainable Bamboo Countertops,35,Rustic,Bathroom,Indoor,7,Cold,77,Modern,Dining Room,Indoor,Humid
1366,Handmade Clay Pottery with Natural Glazes,25,Traditional,Living Room,Indoor,8,Cold,56,Modern,Garden,Outdoor,Humid
1367,Bamboo reclaimed flooring,57,Rustic,Patio,Outdoor,5,Humid,114,Modern,Living Room,Indoor,Humid
1368,Organic Wool Insulation Rolls,62,Rustic,Bathroom,Indoor,6,Dry,136,Rustic,Bathroom,Indoor,Dry
1369,Handmade hemp curtains,179,Traditional,Dining Room,Indoor,9,Cold,323,Rustic,Patio,Outdoor,Dry
1370,Organic Cotton Insulation,16,Modern,Living Room,Indoor,9,Cold,55,Modern,Patio,Outdoor,Dry
1371,Handmade recycled metal cabinet hardware,67,Traditional,Bathroom,Indoor,8,Humid,105,Rustic,Kitchen,Indoor,Dry
1372,Eco-friendly clay roof tiles,61,Rustic,Bathroom,Indoor,6,Humid,123,Modern,Living Room,Indoor,Humid
1373,Recycled Plastic Composite Decking,91,Modern,Patio,Outdoor,9,Humid,121,Traditional,Bathroom,Indoor,Humid
1374,Eco-friendly insulation panels,15,Modern,Kitchen,Indoor,7,Dry,57,Traditional,Bedroom,Indoor,Cold
1375,Natural Linoleum Kitchen Flooring,10,Modern,Living Room,Indoor,10,Dry,50,Modern,Living Room,Indoor,Cold
1376,Reclaimed wood wall paneling,36,Traditional,Patio,Outdoor,6,Cold,67,Modern,Bedroom,Indoor,Humid
1377,Eco-friendly hemp window shades,80,Traditional,Bathroom,Indoor,7,Dry,114,Modern,Kitchen,Indoor,Humid
1378,Wool felt insulation,47,Traditional,Kitchen,Indoor,7,Humid,57,Traditional,Living Room,Indoor,Cold
1379,Solar-powered outdoor string lights,141,Rustic,Garden,Outdoor,8,Humid,163,Rustic,Bedroom,Indoor,Cold
1380,LED Solar Pathway Lights,43,Modern,Garden,Outdoor,6,Cold,121,Modern,Living Room,Indoor,Humid
1381,"Low-Impact, Recycled Aluminum Furniture",92,Modern,Kitchen,Indoor,10,Humid,194,Modern,Living Room,Indoor,Humid
1382,LED Solar Garden Lights,26,Traditional,Patio,Outdoor,7,Dry,75,Rustic,Living Room,Indoor,Dry
1383,Plant-Based Non-Toxic Paint,25,Modern,Bedroom,Indoor,8,Humid,53,Rustic,Kitchen,Indoor,Humid
1384,Organic cotton insulation blankets,45,Modern,Bedroom,Indoor,7,Cold,56,Traditional,Garden,Outdoor,Cold
1385,Vintage Upcycled Door Repurposing,97,Rustic,Garden,Outdoor,8,Cold,186,Rustic,Bedroom,Indoor,Cold
1386,Compostable door mats,140,Modern,Living Room,Indoor,6,Humid,160,Modern,Patio,Outdoor,Dry
1387,Eco-Friendly Wool Area Rug,171,Modern,Living Room,Indoor,7,Humid,212,Traditional,Patio,Outdoor,Cold
1388,Recycled Metal Ceiling Fans,127,Modern,Bedroom,Indoor,5,Cold,194,Modern,Dining Room,Indoor,Dry
1389,Compostable packaging for renovation materials,455,Modern,Kitchen,Indoor,10,Dry,723,Traditional,Living Room,Indoor,Cold
1390,Reclaimed Wood Flooring Planks,62,Traditional,Garden,Outdoor,6,Humid,87,Modern,Garden,Outdoor,Dry
1391,Natural Clay Paints,27,Modern,Bathroom,Indoor,5,Cold,65,Modern,Bedroom,Indoor,Humid
1392,Biodegradable paint with natural pigments,42,Modern,Living Room,Indoor,7,Cold,148,Traditional,Bedroom,Indoor,Cold
1393,Low-VOC paint for interior walls,47,Rustic,Bathroom,Indoor,8,Cold,131,Rustic,Kitchen,Indoor,Dry
1394,Eco-Friendly Clay Roof Tiles,42,Modern,Bathroom,Indoor,6,Dry,80,Rustic,Dining Room,Indoor,Dry
1395,Reclaimed Wooden Flooring Panels,39,Rustic,Bathroom,Indoor,8,Humid,80,Traditional,Bedroom,Indoor,Cold
1396,Reclaimed Glass Tiles,55,Rustic,Garden,Outdoor,7,Humid,157,Rustic,Living Room,Indoor,Dry
1397,Organic Cotton Curtains,269,Traditional,Bedroom,Indoor,6,Dry,406,Rustic,Bathroom,Indoor,Humid
1398,Water-saving rain barrel system,9,Traditional,Garden,Outdoor,8,Humid,54,Rustic,Dining Room,Indoor,Cold
1399,Eco-Friendly Latex Paint,40,Modern,Living Room,Indoor,8,Humid,75,Traditional,Dining Room,Indoor,Humid
1400,Vegetable-Based Sealants,245,Traditional,Dining Room,Indoor,7,Dry,369,Traditional,Garden,Outdoor,Humid
1401,Solar-powered LED string lights,135,Rustic,Kitchen,Indoor,6,Humid,214,Modern,Bedroom,Indoor,Humid
1402,Recycled Bamboo Flooring Planks,20,Traditional,Patio,Outdoor,7,Cold,53,Modern,Bathroom,Indoor,Dry
1403,Low-energy LED bulbs,42,Traditional,Dining Room,Indoor,7,Dry,60,Rustic,Kitchen,Indoor,Cold
1404,Recycled metal roof tiles,12,Traditional,Bathroom,Indoor,8,Dry,54,Modern,Garden,Outdoor,Dry
1405,Solar-Powered Motion Sensor Lights,144,Modern,Kitchen,Indoor,9,Humid,256,Traditional,Bathroom,Indoor,Dry
1406,Compostable Kitchen Trash Bags,203,Rustic,Kitchen,Indoor,9,Dry,543,Rustic,Bedroom,Indoor,Dry
1407,Organic Hemp Fiber Insulation,37,Rustic,Bathroom,Indoor,6,Humid,87,Modern,Dining Room,Indoor,Humid
1408,Eco-friendly hemp insulation rolls,54,Rustic,Kitchen,Indoor,8,Cold,88,Traditional,Patio,Outdoor,Dry
1409,Organic Cotton Bath Towels,63,Modern,Bathroom,Indoor,6,Humid,68,Rustic,Living Room,Indoor,Cold
1410,Eco-Friendly Wool Area Rugs,295,Modern,Bedroom,Indoor,5,Dry,663,Modern,Bathroom,Indoor,Cold
1411,Eco-friendly Non-toxic Paint,26,Modern,Kitchen,Indoor,5,Dry,54,Modern,Dining Room,Indoor,Cold
1412,Cork flooring rolls,51,Modern,Living Room,Indoor,6,Humid,77,Modern,Garden,Outdoor,Cold
1413,Low VOC Paints for Walls,54,Modern,Living Room,Indoor,9,Dry,85,Rustic,Living Room,Indoor,Cold
1414,Wool Carpet Tiles from Reclaimed Wool,50,Traditional,Patio,Outdoor,6,Humid,64,Traditional,Bedroom,Indoor,Cold
1415,Biodegradable Wall Paints,32,Traditional,Bedroom,Indoor,9,Cold,101,Rustic,Kitchen,Indoor,Dry
1416,Handwoven Wool Carpet Rugs,109,Modern,Living Room,Indoor,5,Dry,128,Modern,Bathroom,Indoor,Cold
1417,Low-VOC paint for walls,37,Modern,Bathroom,Indoor,8,Dry,50,Modern,Garden,Outdoor,Humid
1418,Recycled Bamboo Flooring Tiles,39,Modern,Patio,Outdoor,6,Cold,92,Rustic,Living Room,Indoor,Humid
1419,Organic Cotton Curtain Blinds,355,Rustic,Bedroom,Indoor,8,Dry,409,Traditional,Kitchen,Indoor,Cold
1420,Recycled glass light fixtures,59,Modern,Dining Room,Indoor,4,Cold,82,Traditional,Patio,Outdoor,Cold
1421,Clay Pottery Candle Holders,8,Rustic,Living Room,Indoor,7,Dry,59,Traditional,Bathroom,Indoor,Humid
1422,Cork and Recycled Rubber Door Mats,82,Rustic,Living Room,Indoor,9,Dry,178,Modern,Bedroom,Indoor,Humid
1423,LED Eco-Friendly Light Bulbs,134,Modern,Patio,Outdoor,7,Humid,136,Modern,Kitchen,Indoor,Humid
1424,Handcrafted recycled metal light fixtures,99,Modern,Kitchen,Indoor,7,Cold,169,Traditional,Patio,Outdoor,Humid
1425,Sustainable Cork Flooring,24,Traditional,Kitchen,Indoor,5,Humid,56,Rustic,Bathroom,Indoor,Humid
1426,Reclaimed Wood Countertops,36,Rustic,Bathroom,Indoor,8,Dry,71,Traditional,Living Room,Indoor,Humid
1427,Eco-friendly hemp insulation rolls,54,Rustic,Bathroom,Indoor,7,Dry,64,Traditional,Bedroom,Indoor,Dry
1428,Solar-Powered Rustic Lanterns,29,Rustic,Patio,Outdoor,9,Dry,98,Rustic,Living Room,Indoor,Dry
1429,Recycled Denim Loft Flooring,49,Rustic,Bathroom,Indoor,6,Cold,60,Rustic,Patio,Outdoor,Cold
1430,Organic Cotton Curtain Panels,55,Traditional,Kitchen,Indoor,6,Cold,110,Traditional,Bedroom,Indoor,Humid
1431,Hemp Fiber Rugs,187,Rustic,Bedroom,Indoor,9,Cold,204,Rustic,Kitchen,Indoor,Cold
1432,Organic Wool Area Rugs,386,Traditional,Bedroom,Indoor,8,Cold,432,Modern,Bedroom,Indoor,Humid
1433,Upcycled steel shelving units,26,Rustic,Bathroom,Indoor,7,Dry,58,Modern,Bedroom,Indoor,Dry
1434,Reclaimed wood coffee table,166,Modern,Kitchen,Indoor,5,Humid,211,Modern,Bedroom,Indoor,Dry
1435,Eco-friendly Insulation Batts,64,Modern,Dining Room,Indoor,5,Humid,87,Modern,Garden,Outdoor,Dry
1436,Upcycled Wooden Furniture,96,Modern,Living Room,Indoor,5,Humid,112,Modern,Garden,Outdoor,Cold
1437,Recycled Plastic Decking,47,Traditional,Patio,Outdoor,7,Cold,72,Modern,Bedroom,Indoor,Humid
1438,Compostable Bamboo Utensils,324,Modern,Kitchen,Indoor,6,Dry,362,Rustic,Kitchen,Indoor,Humid
1439,Low-Impact Wool Carpet,240,Modern,Bedroom,Indoor,7,Cold,340,Rustic,Bedroom,Indoor,Cold
1440,Energy-Efficient LED Bulb Fixtures,128,Rustic,Living Room,Indoor,8,Humid,194,Modern,Garden,Outdoor,Cold
1441,Natural Clay Plaster Finish,16,Modern,Living Room,Indoor,9,Humid,59,Rustic,Garden,Outdoor,Dry
1442,Reclaimed Wooden Bench,408,Modern,Dining Room,Indoor,8,Dry,505,Modern,Living Room,Indoor,Dry
1443,LED Solar String Lights,39,Traditional,Dining Room,Indoor,7,Dry,60,Traditional,Living Room,Indoor,Dry
1444,Compostable Kitchen Compost Bin,339,Rustic,Kitchen,Indoor,7,Dry,922,Modern,Kitchen,Indoor,Dry
1445,Recycled plastic rainwater harvesting barrels,24,Rustic,Garden,Outdoor,9,Cold,70,Modern,Bedroom,Indoor,Humid
1446,Organic latex roofing membrane,51,Traditional,Patio,Outdoor,5,Humid,61,Modern,Dining Room,Indoor,Humid
1447,Low-VOC sealant and adhesives,16,Rustic,Patio,Outdoor,8,Cold,54,Rustic,Living Room,Indoor,Cold
1448,Plant-Based Waterproofing Spray,51,Modern,Patio,Outdoor,8,Cold,73,Modern,Bedroom,Indoor,Humid
1449,Reclaimed hardwood dining table,63,Rustic,Kitchen,Indoor,6,Dry,210,Modern,Bathroom,Indoor,Humid
1450,Upcycled Pallet Bedroom Headboard,198,Traditional,Bedroom,Indoor,6,Cold,432,Rustic,Bedroom,Indoor,Dry
1451,Soy-Based Insulation Boards,61,Traditional,Bathroom,Indoor,5,Humid,107,Modern,Dining Room,Indoor,Humid
1452,Eco-Friendly Insulation (Sheep's Wool),56,Rustic,Living Room,Indoor,9,Dry,108,Traditional,Bedroom,Indoor,Humid
1453,Organic cotton bedding,264,Traditional,Bedroom,Indoor,8,Dry,417,Modern,Bathroom,Indoor,Cold
1454,Low VOC Paints for Walls,42,Modern,Bathroom,Indoor,10,Dry,70,Modern,Living Room,Indoor,Humid
1455,Reclaimed Wooden Pallet Garden Planters,29,Modern,Garden,Outdoor,9,Humid,92,Modern,Living Room,Indoor,Humid
1456,Compostable kitchenware sets,438,Modern,Kitchen,Indoor,5,Humid,1048,Rustic,Kitchen,Indoor,Dry
1457,Solar Roof Ventilation Fans,66,Rustic,Bathroom,Indoor,7,Dry,73,Modern,Bedroom,Indoor,Humid
1458,Eco-Friendly Low-VOC Paints,36,Modern,Kitchen,Indoor,7,Cold,132,Traditional,Bedroom,Indoor,Humid
1459,Low-VOC Adhesives for Flooring,64,Modern,Kitchen,Indoor,8,Dry,102,Traditional,Living Room,Indoor,Cold
1460,Handcrafted Terracotta Vase,29,Rustic,Dining Room,Indoor,10,Dry,60,Modern,Bedroom,Indoor,Humid
1461,Solar-Powered Garden Path Lights,6,Traditional,Garden,Outdoor,7,Dry,57,Modern,Living Room,Indoor,Cold
1462,Eco-friendly cork ceiling tiles,29,Modern,Bathroom,Indoor,5,Dry,70,Rustic,Garden,Outdoor,Humid
1463,Eco-friendly bamboo cabinetry,35,Modern,Kitchen,Indoor,7,Humid,59,Modern,Patio,Outdoor,Dry
1464,Compostable Kitchen Sponges,265,Rustic,Kitchen,Indoor,6,Humid,278,Traditional,Dining Room,Indoor,Humid
1465,Wool Pellet Fireplace Insulation,64,Traditional,Kitchen,Indoor,6,Humid,86,Traditional,Living Room,Indoor,Humid
1466,Cork Underlayment for Flooring,59,Traditional,Patio,Outdoor,7,Dry,66,Traditional,Bathroom,Indoor,Humid
1467,Upcycled metal garden planters,17,Traditional,Garden,Outdoor,7,Cold,59,Modern,Bedroom,Indoor,Humid
1468,Bamboo Wall Panels,55,Modern,Bathroom,Indoor,10,Humid,84,Modern,Living Room,Indoor,Humid
1469,Low-Impact Lime Wash Exterior Coating,19,Modern,Bathroom,Indoor,9,Dry,51,Traditional,Bedroom,Indoor,Cold
1470,Low-VOC paint,32,Rustic,Bathroom,Indoor,8,Dry,50,Modern,Patio,Outdoor,Dry
1471,Cork wall panels,27,Rustic,Bedroom,Indoor,7,Dry,54,Modern,Garden,Outdoor,Cold
1472,Reclaimed wood pallet garden beds,5,Rustic,Garden,Outdoor,7,Dry,57,Modern,Garden,Outdoor,Dry
1473,Recycled Glass Vase (Decorative),7,Modern,Bedroom,Indoor,6,Humid,51,Modern,Bathroom,Indoor,Dry
1474,Upcycled Glass Bottles for Decor,143,Rustic,Kitchen,Indoor,5,Cold,235,Modern,Kitchen,Indoor,Humid
1475,Solar-Powered Kitchen Ventilation Fan,108,Modern,Kitchen,Indoor,7,Dry,230,Rustic,Bathroom,Indoor,Humid
1476,Natural Hemp Curtains,223,Traditional,Dining Room,Indoor,7,Cold,319,Traditional,Patio,Outdoor,Humid
1477,Sustainable Wool Carpet Squares,185,Rustic,Bedroom,Indoor,6,Dry,544,Modern,Patio,Outdoor,Humid
1478,Wind-Resistant Recycled Plastic Shingles,117,Modern,Bedroom,Indoor,8,Cold,308,Traditional,Bathroom,Indoor,Cold
1479,Bamboo Wall Paneling,13,Traditional,Bedroom,Indoor,10,Humid,59,Modern,Patio,Outdoor,Humid
1480,Sustainable Bamboo Flooring,23,Rustic,Garden,Outdoor,6,Dry,50,Modern,Living Room,Indoor,Humid
1481,Natural Wool Roof Insulation,65,Traditional,Dining Room,Indoor,7,Humid,79,Rustic,Garden,Outdoor,Humid
1482,Organic Cotton Upholstery,133,Rustic,Living Room,Indoor,5,Cold,306,Rustic,Bathroom,Indoor,Dry
1483,Upcycled glass window panes,60,Traditional,Living Room,Indoor,6,Dry,62,Modern,Kitchen,Indoor,Humid
1484,Organic hemp roofing material,48,Rustic,Patio,Outdoor,8,Humid,104,Traditional,Dining Room,Indoor,Dry
1485,Bamboo-Frame Bedside Table,17,Rustic,Bedroom,Indoor,8,Cold,51,Modern,Bedroom,Indoor,Humid
1486,Bamboo Ceiling Tiles,51,Rustic,Garden,Outdoor,6,Cold,71,Rustic,Living Room,Indoor,Dry
1487,Reclaimed Wood Flooring Panels,20,Traditional,Garden,Outdoor,9,Humid,54,Traditional,Kitchen,Indoor,Cold
1488,Recycled metal roofing tiles,10,Modern,Patio,Outdoor,6,Cold,50,Rustic,Garden,Outdoor,Humid
1489,Low-Energy LED Bulb Sets,25,Rustic,Bathroom,Indoor,8,Dry,50,Rustic,Garden,Outdoor,Cold
1490,Salvaged metal roofing panels,18,Modern,Garden,Outdoor,7,Humid,59,Rustic,Patio,Outdoor,Humid
1491,Natural Wool Roofing Insulation,50,Modern,Kitchen,Indoor,9,Dry,57,Modern,Patio,Outdoor,Dry
1492,Cork Underlayment for Flooring,59,Modern,Bathroom,Indoor,7,Humid,64,Modern,Bedroom,Indoor,Humid
1493,Recycled Cardboard Ceiling Tiles,27,Rustic,Bathroom,Indoor,4,Cold,51,Rustic,Garden,Outdoor,Humid
1494,Sustainable Wool Carpet Squares,85,Rustic,Bedroom,Indoor,4,Cold,143,Modern,Garden,Outdoor,Cold
1495,Organic hemp roofing material,17,Modern,Garden,Outdoor,8,Cold,58,Rustic,Patio,Outdoor,Humid
1496,Eco-Friendly Non-Toxic Paint,16,Modern,Bedroom,Indoor,7,Humid,53,Modern,Dining Room,Indoor,Humid
1497,Recycled Metal Roofing Panels,31,Rustic,Bathroom,Indoor,10,Humid,65,Traditional,Kitchen,Indoor,Cold
1498,Natural Wool Carpet,237,Modern,Dining Room,Indoor,6,Cold,323,Traditional,Bedroom,Indoor,Humid
1499,Compostable Biodegradable Drain Pipes,127,Modern,Garden,Outdoor,5,Humid,318,Modern,Bathroom,Indoor,Humid
1500,LED Bulb Replacements,39,Modern,Patio,Outdoor,6,Cold,119,Modern,Kitchen,Indoor,Humid
1501,Upcycled Textile Wall Art,52,Modern,Kitchen,Indoor,6,Dry,113,Traditional,Dining Room,Indoor,Humid
1502,Organic Hemp Roofing,44,Rustic,Patio,Outdoor,6,Humid,65,Traditional,Bedroom,Indoor,Cold
1503,Wool insulation panels,49,Traditional,Garden,Outdoor,6,Cold,54,Traditional,Bathroom,Indoor,Humid
1504,Recycled Metal Kitchen Backsplash,26,Rustic,Kitchen,Indoor,7,Dry,58,Rustic,Living Room,Indoor,Humid
1505,Organic Hemp Paint,349,Traditional,Dining Room,Indoor,10,Cold,534,Rustic,Kitchen,Indoor,Cold
1506,Cork Wall Panels,21,Rustic,Bathroom,Indoor,8,Dry,55,Modern,Kitchen,Indoor,Humid
1507,Compostable Bamboo Utensils for Renovation,177,Traditional,Kitchen,Indoor,6,Dry,181,Rustic,Patio,Outdoor,Cold
1508,Handcrafted Clay Roof Tiles,14,Rustic,Kitchen,Indoor,4,Dry,56,Modern,Living Room,Indoor,Humid
1509,Bamboo Cutting Boards,15,Modern,Kitchen,Indoor,9,Cold,58,Traditional,Kitchen,Indoor,Dry
1510,Reclaimed Brick Flooring,56,Traditional,Patio,Outdoor,8,Humid,86,Modern,Garden,Outdoor,Cold
1511,Reclaimed Wood Flooring,34,Rustic,Bedroom,Indoor,7,Dry,62,Rustic,Bathroom,Indoor,Dry
1512,Bamboo Kitchen Flooring,22,Traditional,Dining Room,Indoor,7,Humid,59,Modern,Bedroom,Indoor,Dry
1513,Low-Flow Traditional Shower Head,40,Traditional,Bathroom,Indoor,8,Humid,75,Rustic,Kitchen,Indoor,Humid
1514,Handcrafted Bamboo Ceiling Fan,102,Traditional,Bedroom,Indoor,6,Dry,131,Modern,Bathroom,Indoor,Cold
1515,Solar-powered Garden Lights,21,Traditional,Garden,Outdoor,8,Cold,59,Modern,Garden,Outdoor,Cold
1516,Natural wool felt for acoustic insulation,18,Traditional,Bathroom,Indoor,10,Dry,53,Modern,Living Room,Indoor,Dry
1517,Recycled bamboo flooring panels,44,Modern,Dining Room,Indoor,8,Dry,80,Modern,Bathroom,Indoor,Dry
1518,Compostable Door Handles,227,Traditional,Living Room,Indoor,8,Dry,466,Rustic,Garden,Outdoor,Cold
1519,Upcycled Textile Wall Art,23,Rustic,Living Room,Indoor,10,Dry,59,Modern,Bedroom,Indoor,Dry
1520,Natural Wool Area Rug,145,Modern,Bedroom,Indoor,7,Cold,161,Modern,Bathroom,Indoor,Dry
1521,Bamboo Kitchen Drawer Organizers,39,Modern,Kitchen,Indoor,5,Cold,52,Modern,Bedroom,Indoor,Dry
1522,Eco-Friendly Bean Bag Chair,209,Modern,Living Room,Indoor,9,Cold,331,Rustic,Kitchen,Indoor,Humid
1523,Recycled plastic garden furniture,27,Modern,Garden,Outdoor,10,Cold,57,Modern,Bedroom,Indoor,Cold
1524,Organic cotton insulation mats,65,Traditional,Bathroom,Indoor,6,Cold,96,Rustic,Bedroom,Indoor,Cold
1525,Low-Energy LED Bulb Sets,62,Rustic,Patio,Outdoor,7,Dry,91,Modern,Kitchen,Indoor,Humid
1526,Reused glass bottle solar garden lights,21,Modern,Garden,Outdoor,5,Dry,54,Traditional,Bedroom,Indoor,Dry
1527,Natural Wool Carpets,204,Modern,Living Room,Indoor,6,Humid,229,Modern,Kitchen,Indoor,Humid
1528,Biodegradable Insulation Sheets,20,Modern,Bedroom,Indoor,9,Humid,60,Rustic,Garden,Outdoor,Humid
1529,Upcycled glass tile backsplash,38,Traditional,Bathroom,Indoor,7,Dry,56,Traditional,Bedroom,Indoor,Dry
1530,Biodegradable Insulation Sheets,30,Traditional,Bedroom,Indoor,8,Cold,71,Modern,Living Room,Indoor,Humid
1531,Reclaimed bamboo flooring,27,Traditional,Living Room,Indoor,8,Humid,54,Modern,Patio,Outdoor,Dry
1532,Reclaimed Wood Cabinets,51,Traditional,Kitchen,Indoor,10,Humid,62,Traditional,Bathroom,Indoor,Dry
1533,Bamboo Roofing Shingles,8,Traditional,Patio,Outdoor,8,Humid,51,Modern,Kitchen,Indoor,Humid
1534,Upcycled Wooden Furniture Pieces,66,Modern,Patio,Outdoor,3,Humid,128,Modern,Living Room,Indoor,Humid
1535,Biodegradable Bamboo Flooring,64,Rustic,Dining Room,Indoor,4,Cold,73,Traditional,Kitchen,Indoor,Dry
1536,Vegan leather sofa covers,52,Modern,Living Room,Indoor,6,Dry,136,Traditional,Kitchen,Indoor,Humid
1537,Reclaimed Hardwood Flooring Planks,20,Modern,Bedroom,Indoor,6,Dry,53,Traditional,Garden,Outdoor,Cold
1538,Eco-friendly cellulose insulation,13,Traditional,Bathroom,Indoor,7,Cold,52,Rustic,Living Room,Indoor,Cold
1539,Reclaimed hardwood flooring tiles,12,Traditional,Kitchen,Indoor,6,Cold,56,Traditional,Dining Room,Indoor,Cold
1540,Energy-Efficient LED Bulb String Sets,114,Rustic,Bedroom,Indoor,6,Dry,160,Traditional,Dining Room,Indoor,Humid
1541,Organic hemp insulation panels,59,Modern,Bedroom,Indoor,8,Cold,71,Traditional,Dining Room,Indoor,Cold
1542,Low-VOC Paint in Earth Tones,43,Modern,Bathroom,Indoor,10,Cold,87,Rustic,Living Room,Indoor,Dry
1543,Bamboo Fiber Insulation Rolls,27,Modern,Bathroom,Indoor,6,Cold,59,Traditional,Garden,Outdoor,Dry
1544,Plant-Based Insulation Rolls,35,Rustic,Bedroom,Indoor,6,Dry,65,Rustic,Kitchen,Indoor,Dry
1545,Low-VOC Paints for Walls,25,Traditional,Kitchen,Indoor,10,Dry,51,Modern,Living Room,Indoor,Humid
1546,Plant-Based Insulation Rolls,20,Rustic,Living Room,Indoor,10,Dry,56,Rustic,Bathroom,Indoor,Humid
1547,Soy-Based Paints,40,Rustic,Kitchen,Indoor,7,Dry,134,Modern,Dining Room,Indoor,Humid
1548,Low-VOC paint in earthy tones,50,Rustic,Living Room,Indoor,6,Cold,63,Traditional,Bedroom,Indoor,Cold
1549,Linen-Covered Window Insulation,20,Rustic,Bedroom,Indoor,8,Cold,58,Traditional,Bathroom,Indoor,Humid
1550,Reclaimed Brick Wall Panels,10,Traditional,Patio,Outdoor,7,Humid,51,Rustic,Kitchen,Indoor,Dry
